SBA Disaster Loan Data,,,,,,,Report Run Date:  3/19/2019 ,,,,,,
15696,15697,4393,NC-00099,HARRELLS,28444,BLADEN,NC,"126,519.00","102,989.00","23,530.00","88,300.00","80,500.00","7,800.00"
15696,15697,4393,NC-00099,HARRELLS,28444,SAMPSON,NC,"1,115,361.00","791,046.00","324,315.00","469,900.00","351,400.00","118,500.00"
15696,15697,4393,NC-00099,HAVELOCK,28532,CRAVEN,NC,"14,639,454.00","10,857,086.00","3,782,368.00","8,630,500.00","6,357,800.00","2,272,700.00"
15696,15697,4393,NC-00099,HAVELOCK,28533,CRAVEN,NC,"8,340.00",0.00,"8,340.00","8,400.00",0.00,"8,400.00"
15696,15697,4393,NC-00099,HIGH POINT,27260,GUILFORD,NC,"63,058.00","43,058.00","20,000.00","62,200.00","42,200.00","20,000.00"
15696,15697,4393,NC-00099,HIGH POINT,27262,GUILFORD,NC,"16,022.00","14,822.00","1,200.00",0.00,0.00,0.00
15696,15697,4393,NC-00099,HIGH POINT,27265,GUILFORD,NC,"16,081.00","15,431.00",650.00,"16,100.00","15,500.00",600.00
15696,15697,4393,NC-00099,HILLSBOROUGH,27278,ORANGE,NC,"123,720.00","95,170.00","28,550.00","25,000.00","24,600.00",400.00
15696,15697,4393,NC-00099,HOBUCKEN,28537,PAMLICO,NC,"167,665.00","108,965.00","58,700.00","47,800.00","45,500.00","2,300.00"
15696,15697,4393,NC-00099,HOFFMAN,28347,RICHMOND,NC,"307,384.00","232,924.00","74,460.00","185,000.00","129,100.00","55,900.00"
15696,15697,4393,NC-00099,HOLDEN BEACH,28462,BRUNSWICK,NC,"43,584.00","36,784.00","6,800.00",0.00,0.00,0.00
15696,15697,4393,NC-00099,HOLLY RIDGE,28445,ONSLOW,NC,"1,835,430.00","1,464,685.00","370,745.00","1,224,400.00","966,500.00","257,900.00"
15696,15697,4393,NC-00099,HOLLY RIDGE,28445,PENDER,NC,"149,466.00","118,856.00","30,610.00","92,000.00","73,400.00","18,600.00"
15696,15697,4393,NC-00099,HOOKERTON,28538,GREENE,NC,"63,290.00","55,190.00","8,100.00","59,800.00","52,800.00","7,000.00"
15696,15697,4393,NC-00099,HOOKERTON,28538,LENOIR,NC,"70,783.00","70,283.00",500.00,0.00,0.00,0.00
15696,15697,4393,NC-00099,HOPE MILLS,28348,CUMBERLAND,NC,"1,653,283.00","1,408,380.00","244,903.00","862,900.00","782,500.00","80,400.00"
15696,15697,4393,NC-00099,HORSE SHOE,28742,COLUMBUS,NC,"95,905.00","75,205.00","20,700.00",0.00,0.00,0.00
15696,15697,4393,NC-00099,HUBERT,28539,CRAVEN,NC,"14,703.00","14,703.00",0.00,"11,000.00","11,000.00",0.00
15696,15697,4393,NC-00099,HUBERT,28539,ONSLOW,NC,"8,327,148.00","6,849,011.00","1,478,137.00","5,559,600.00","4,614,100.00","945,500.00"
15696,15697,4393,NC-00099,HUBERT,28539,ORANGE,NC,"28,781.00","21,281.00","7,500.00",0.00,0.00,0.00
15696,15697,4393,NC-00099,INDIAN BEACH,28512,CARTERET,NC,"118,884.00","108,884.00","10,000.00","35,400.00","35,400.00",0.00
15696,15697,4393,NC-00099,IVANHOE,28447,BLADEN,NC,"843,561.00","668,468.00","175,093.00","380,800.00","302,300.00","78,500.00"
15696,15697,4393,NC-00099,IVANHOE,28447,PENDER,NC,"24,407.00","18,207.00","6,200.00","16,600.00","10,400.00","6,200.00"
15696,15697,4393,NC-00099,IVANHOE,28447,SAMPSON,NC,"1,531,251.00","1,116,171.00","415,080.00","1,005,500.00","697,600.00","267,700.00"
15696,15697,4393,NC-00099,JACKSONVILLE,28540,JONES,NC,"5,000.00",0.00,"5,000.00","3,200.00",0.00,"3,200.00"
15696,15697,4393,NC-00099,JACKSONVILLE,28540,ONSLOW,NC,"17,582,998.00","13,128,409.00","4,454,589.00","10,367,000.00","7,809,400.00","2,557,600.00"
15696,15697,4393,NC-00099,JACKSONVILLE,28544,ONSLOW,NC,1.00,1.00,0.00,0.00,0.00,0.00
15696,15697,4393,NC-00099,JACKSONVILLE,28545,ONSLOW,NC,"135,078.00","61,078.00","74,000.00","73,800.00","36,600.00","37,200.00"
15696,15697,4393,NC-00099,JACKSONVILLE,28546,ONSLOW,NC,"13,388,473.00","9,940,622.00","3,447,851.00","7,918,500.00","6,091,900.00","1,826,600.00"
15696,15697,4393,NC-00099,KELLY,28448,BLADEN,NC,"2,786,595.00","2,085,915.00","700,680.00","1,049,700.00","739,300.00","310,400.00"
15696,15697,4393,NC-00099,KENANSVILLE,28349,DUPLIN,NC,"2,147,775.00","1,618,269.00","529,506.00","1,197,100.00","832,100.00","315,300.00"
15696,15697,4393,NC-00099,KENLY,27542,JOHNSTON,NC,"110,067.00","105,417.00","4,650.00","93,300.00","90,500.00","2,800.00"
15696,15697,4393,NC-00099,KINSTON,28501,JONES,NC,"576,531.00","518,916.00","57,615.00","218,300.00","213,700.00","4,600.00"
15696,15697,4393,NC-00099,KINSTON,28501,LENOIR,NC,"673,473.00","569,658.00","103,815.00","288,400.00","253,100.00","35,300.00"
15696,15697,4393,NC-00099,KINSTON,28504,JONES,NC,"46,763.00","30,938.00","15,825.00","32,700.00","28,800.00","3,900.00"
15696,15697,4393,NC-00099,KINSTON,28504,LENOIR,NC,"1,468,326.00","1,168,405.00","299,921.00","860,100.00","671,100.00","189,000.00"
15696,15697,4393,NC-00099,KURE BEACH,28449,NEW HANOVER,NC,"356,537.00","259,787.00","96,750.00","194,200.00","128,600.00","65,600.00"
15696,15697,4393,NC-00099,LA GRANGE,28551,GREENE,NC,"101,559.00","49,709.00","51,850.00","99,600.00","47,900.00","51,700.00"
15696,15697,4393,NC-00099,LA GRANGE,28551,JONES,NC,"12,000.00",0.00,"12,000.00",0.00,0.00,0.00
15696,15697,4393,NC-00099,LA GRANGE,28551,LENOIR,NC,"390,886.00","363,061.00","27,825.00","162,000.00","145,900.00","16,100.00"
15696,15697,4393,NC-00099,LA GRANGE,28551,WAYNE,NC,"171,006.00","149,241.00","21,765.00","68,500.00","50,900.00","17,600.00"
15696,15697,4393,NC-00099,LAKE WACCAMAW,28450,BLADEN,NC,"149,335.00","149,335.00",0.00,"147,800.00","147,800.00",0.00
15696,15697,4393,NC-00099,LAKE WACCAMAW,28450,BRUNSWICK,NC,"113,396.00","70,221.00","43,175.00",0.00,0.00,0.00
15696,15697,4393,NC-00099,LAKE WACCAMAW,28450,COLUMBUS,NC,"1,651,200.00","1,165,380.00","485,820.00","847,200.00","560,100.00","287,100.00"
15696,15697,4393,NC-00099,LAUREL HILL,28351,SCOTLAND,NC,"599,178.00","533,773.00","65,405.00","342,400.00","311,400.00","31,000.00"
15696,15697,4393,NC-00099,LAURINBURG,28352,SCOTLAND,NC,"4,740,878.00","3,567,179.00","1,173,699.00","2,489,700.00","1,894,100.00","595,600.00"
15696,15697,4393,NC-00099,LAURINBURG,28353,SCOTLAND,NC,"22,493.00","18,863.00","3,630.00","22,500.00","18,800.00","3,700.00"
15696,15697,4393,NC-00099,LELAND,28451,BRUNSWICK,NC,"13,971,364.00","10,668,004.00","3,303,360.00","7,677,000.00","5,736,400.00","1,940,600.00"
15696,15697,4393,NC-00099,LELAND,28451,NEW HANOVER,NC,"132,614.00","101,464.00","31,150.00","59,500.00","29,400.00","30,100.00"
15696,15697,4393,NC-00099,LILESVILLE,28091,ANSON,NC,"42,126.00","27,976.00","14,150.00",0.00,0.00,0.00
15696,15697,4393,NC-00099,LILLINGTON,27546,HARNETT,NC,"476,928.00","412,694.00","64,234.00","212,300.00","184,300.00","28,000.00"
15696,15697,4393,NC-00099,LINDEN,28356,CUMBERLAND,NC,"853,424.00","724,894.00","128,530.00","638,500.00","530,400.00","108,100.00"
15696,15697,4393,NC-00099,LINDEN,28356,HARNETT,NC,"446,843.00","349,843.00","97,000.00","360,300.00","272,300.00","88,000.00"
15696,15697,4393,NC-00099,LINVILLE,28646,ONSLOW,NC,"24,676.00","24,676.00",0.00,"21,300.00","21,300.00",0.00
15696,15697,4393,NC-00099,LONGWOOD,28452,BRUNSWICK,NC,"59,593.00","48,283.00","11,310.00","17,000.00","16,100.00",900.00
15696,15697,4393,NC-00099,LOWLAND,28552,PAMLICO,NC,"262,822.00","210,612.00","52,210.00","73,700.00","67,100.00","6,600.00"
15696,15697,4393,NC-00099,LUMBER BRIDGE,28357,HOKE,NC,"28,419.00","28,419.00",0.00,"25,000.00","25,000.00",0.00
15696,15697,4393,NC-00099,LUMBER BRIDGE,28357,ROBESON,NC,"90,877.00","76,757.00","14,120.00","3,100.00","3,100.00",0.00
15696,15697,4393,NC-00099,LUMBERTON,28358,ROBESON,NC,"7,965,467.00","6,192,536.00","1,772,931.00","4,152,200.00","3,159,600.00","992,600.00"
15696,15697,4393,NC-00099,LUMBERTON,28359,ROBESON,NC,"262,908.00","168,058.00","94,850.00","127,000.00","76,000.00","51,000.00"
15696,15697,4393,NC-00099,LUMBERTON,28360,ROBESON,NC,"3,342,869.00","2,621,140.00","721,729.00","1,483,600.00","1,062,100.00","421,500.00"
15696,15697,4393,NC-00099,MAGNOLIA,28453,DUPLIN,NC,"261,920.00","191,640.00","70,280.00","123,500.00","94,500.00","29,000.00"
15696,15697,4393,NC-00099,MAGNOLIA,28453,SAMPSON,NC,"8,292.00","8,292.00",0.00,0.00,0.00,0.00
15696,15697,4393,NC-00099,MAIDEN,28650,CRAVEN,NC,"13,475.00",0.00,"13,475.00",0.00,0.00,0.00
15696,15697,4393,NC-00099,MAPLE HILL,28454,ONSLOW,NC,"540,309.00","435,374.00","104,935.00","246,700.00","207,000.00","39,700.00"
15696,15697,4393,NC-00099,MAPLE HILL,28454,PAMLICO,NC,"161,418.00","156,118.00","5,300.00",0.00,0.00,0.00
15696,15697,4393,NC-00099,MAPLE HILL,28454,PENDER,NC,"1,986,200.00","1,497,415.00","488,785.00","1,035,200.00","772,100.00","263,100.00"
15696,15697,4393,NC-00099,MARIETTA,28362,ROBESON,NC,"6,442.00","5,267.00","1,175.00","6,500.00","5,300.00","1,200.00"
15696,15697,4393,NC-00099,MARSHALLBERG,28553,CARTERET,NC,"1,082,548.00","829,956.00","252,592.00","632,900.00","444,100.00","188,800.00"
15696,15697,4393,NC-00099,MARSHVILLE,28103,UNION,NC,"12,277.00","12,277.00",0.00,"12,300.00","12,300.00",0.00
15696,15697,4393,NC-00099,MARSTON,28363,SCOTLAND,NC,"6,690.00","5,390.00","1,300.00","6,100.00","4,800.00","1,300.00"
15696,15697,4393,NC-00099,MAXTON,28364,ROBESON,NC,"2,552,272.00","2,116,138.00","436,134.00","979,600.00","854,900.00","124,700.00"
15696,15697,4393,NC-00099,MAXTON,28364,SCOTLAND,NC,"75,919.00","41,369.00","34,550.00","44,700.00","19,100.00","25,600.00"
15696,15697,4393,NC-00099,MAYSVILLE,28555,CARTERET,NC,"6,800.00",0.00,"6,800.00",0.00,0.00,0.00
15696,15697,4393,NC-00099,MAYSVILLE,28555,JONES,NC,"1,174,747.00","928,482.00","246,265.00","662,300.00","535,100.00","127,200.00"
15696,15697,4393,NC-00099,MAYSVILLE,28555,ONSLOW,NC,"1,952,597.00","1,596,280.00","356,317.00","917,500.00","728,400.00","189,100.00"
15696,15697,4393,NC-00099,MERRITT,28556,PAMLICO,NC,"1,991,454.00","1,548,029.00","443,425.00","907,000.00","723,500.00","183,500.00"
15696,15697,4393,NC-00099,MESIC,28515,PAMLICO,NC,"166,456.00","113,756.00","52,700.00",0.00,0.00,0.00
15696,15697,4393,NC-00099,MIDWAY PARK,28544,ONSLOW,NC,"1,293,944.00","953,924.00","340,020.00","426,300.00","341,300.00","85,000.00"
15696,15697,4393,NC-00099,MINNESOTT BEACH,28510,PAMLICO,NC,"6,012.00","6,012.00",0.00,"6,100.00","6,100.00",0.00
15696,15697,4393,NC-00099,MONROE,28110,UNION,NC,"77,506.00","58,631.00","18,875.00","60,100.00","57,900.00","2,200.00"
15696,15697,4393,NC-00099,MONROE,28112,UNION,NC,"65,257.00","46,982.00","18,275.00","56,500.00","38,200.00","18,300.00"
15696,15697,4393,NC-00099,MOREHEAD CITY,28557,CARTERET,NC,"9,490,279.00","7,910,306.00","1,579,973.00","5,858,600.00","4,724,200.00","1,124,900.00"
15696,15697,4393,NC-00099,MORVEN,28119,ANSON,NC,"79,240.00","78,097.00","1,143.00","76,800.00","75,500.00","1,300.00"
15696,15697,4393,NC-00099,MOUNT OLIVE,28365,DUPLIN,NC,"272,257.00","209,912.00","62,345.00","187,900.00","138,400.00","49,500.00"
15696,15697,4393,NC-00099,MOUNT OLIVE,28365,WAYNE,NC,"845,513.00","762,113.00","83,400.00","581,500.00","526,900.00","54,600.00"
15696,15697,4393,NC-00099,N TOPSAIL BCH,28460,ONSLOW,NC,"269,011.00","202,112.00","66,899.00","143,200.00","87,700.00","55,500.00"
15696,15697,4393,NC-00099,N TOPSAIL BEACH,28460,ONSLOW,NC,"1,443,100.00","1,062,321.00","380,779.00","573,400.00","443,700.00","129,700.00"
15696,15697,4393,NC-00099,NAKINA,28455,COLUMBUS,NC,"72,423.00","58,588.00","13,835.00","9,600.00","1,200.00","8,400.00"
15696,15697,4393,NC-00099,NAVASSA,28451,BRUNSWICK,NC,"390,078.00","294,708.00","95,370.00","158,200.00","125,000.00","33,200.00"
15696,15697,4393,NC-00099,NAVASSA,28541,BRUNSWICK,NC,"20,393.00","19,893.00",500.00,"20,400.00","19,900.00",500.00
15696,15697,4393,NC-00099,NEW BERN,28560,CARTERET,NC,"10,110.00",0.00,"10,110.00",0.00,0.00,0.00
15696,15697,4393,NC-00099,NEW BERN,28560,COLUMBUS,NC,410.00,410.00,0.00,0.00,0.00,0.00
15696,15697,4393,NC-00099,NEW BERN,28560,CRAVEN,NC,"49,235,855.00","35,608,043.00","13,627,812.00","26,182,400.00","18,473,800.00","7,708,600.00"
15696,15697,4393,NC-00099,NEW BERN,28560,PAMLICO,NC,"957,909.00","762,984.00","194,925.00","413,800.00","317,700.00","96,100.00"
15696,15697,4393,NC-00099,NEW BERN,28562,CRAVEN,NC,"31,204,037.00","22,001,702.00","9,202,335.00","15,655,400.00","10,632,300.00","5,023,100.00"
15696,15697,4393,NC-00099,NEW BERN,28562,CUMBERLAND,NC,"25,806.00","16,806.00","9,000.00","9,000.00",0.00,"9,000.00"
15696,15697,4393,NC-00099,NEW BERN,28562,JONES,NC,"446,909.00","443,259.00","3,650.00","351,300.00","349,300.00","2,000.00"
15696,15697,4393,NC-00099,NEWPORT,28570,CARTERET,NC,"25,052,486.00","19,319,217.00","5,733,269.00","14,215,500.00","11,029,300.00","3,186,200.00"
15696,15697,4393,NC-00099,NEWTON GROVE,28366,JOHNSTON,NC,"22,329.00","22,329.00",0.00,0.00,0.00,0.00
15696,15697,4393,NC-00099,NEWTON GROVE,28366,SAMPSON,NC,"150,942.00","112,982.00","37,960.00","75,500.00","61,900.00","13,600.00"
15696,15697,4393,NC-00099,NORTHWEST,28451,BRUNSWICK,NC,"44,676.00","31,441.00","13,235.00",0.00,0.00,0.00
15696,15697,4393,NC-00099,OAK ISLAND,28465,BRUNSWICK,NC,"1,891,169.00","1,429,649.00","461,520.00","1,121,000.00","809,100.00","311,900.00"
15696,15697,4393,NC-00099,OAK RIDGE,27310,GUILFORD,NC,"20,270.00","20,270.00",0.00,"20,300.00","20,300.00",0.00
15696,15697,4393,NC-00099,OCEAN ISLE BEACH,28469,BRUNSWICK,NC,"602,980.00","523,260.00","79,720.00","332,600.00","260,900.00","71,700.00"
15696,15697,4393,NC-00099,OCRACOKE,27960,HYDE,NC,"24,932.00","24,932.00",0.00,"25,000.00","25,000.00",0.00
15696,15697,4393,NC-00099,ORIENTAL,28510,PAMLICO,NC,"64,113.00","46,183.00","17,930.00",0.00,0.00,0.00
15696,15697,4393,NC-00099,ORIENTAL,28571,PAMLICO,NC,"4,349,143.00","3,427,196.00","921,947.00","2,375,100.00","1,850,700.00","524,400.00"
15696,15697,4393,NC-00099,ORRUM,28369,ROBESON,NC,"218,787.00","170,400.00","48,387.00","117,300.00","88,500.00","28,800.00"
15696,15697,4393,NC-00099,PANTEGO,27860,BEAUFORT,NC,"60,934.00","57,434.00","3,500.00","56,400.00","52,900.00","3,500.00"
15696,15697,4393,NC-00099,PARKTON,28371,CUMBERLAND,NC,"221,177.00","192,007.00","29,170.00","156,200.00","128,600.00","27,600.00"
15696,15697,4393,NC-00099,PARKTON,28371,ROBESON,NC,"241,430.00","208,642.00","32,788.00","100,200.00","83,600.00","16,600.00"
15696,15697,4393,NC-00099,PEACHLAND,28133,ANSON,NC,"16,704.00","16,704.00",0.00,"15,000.00","15,000.00",0.00
15696,15697,4393,NC-00099,PELETIER,28584,CARTERET,NC,"420,047.00","320,322.00","99,725.00","185,000.00","110,200.00","74,800.00"
15696,15697,4393,NC-00099,PEMBROKE,28372,ROBESON,NC,"1,416,183.00","1,151,128.00","265,055.00","791,200.00","684,500.00","106,700.00"
15696,15697,4393,NC-00099,PIKEVILLE,27863,WAYNE,NC,"129,241.00","111,441.00","17,800.00","104,700.00","88,500.00","16,200.00"
15696,15697,4393,NC-00099,PINE KNOLL SHORES,28512,CARTERET,NC,"782,664.00","632,579.00","150,085.00","672,600.00","542,500.00","130,100.00"
15696,15697,4393,NC-00099,PINEBLUFF,28373,MOORE,NC,"226,883.00","207,083.00","19,800.00","213,600.00","193,800.00","19,800.00"
15696,15697,4393,NC-00099,PINEHURST,28374,MOORE,NC,"151,011.00","138,811.00","12,200.00","60,400.00","48,600.00","11,800.00"
15696,15697,4393,NC-00099,PINETOWN,27865,BEAUFORT,NC,"34,355.00","34,355.00",0.00,"34,500.00","34,500.00",0.00
15696,15697,4393,NC-00099,PINK HILL,28572,DUPLIN,NC,"612,225.00","547,235.00","64,990.00","307,700.00","286,700.00","21,000.00"
15696,15697,4393,NC-00099,PINK HILL,28572,JONES,NC,"45,828.00","45,328.00",500.00,"8,200.00","8,200.00",0.00
15696,15697,4393,NC-00099,PINK HILL,28572,LENOIR,NC,"290,188.00","253,313.00","36,875.00","117,500.00","91,200.00","26,300.00"
15696,15697,4393,NC-00099,PKS,28512,CARTERET,NC,"20,619.00","11,239.00","9,380.00","19,700.00","10,300.00","9,400.00"
15696,15697,4393,NC-00099,POLLOCKSVILLE,28573,CRAVEN,NC,"76,365.00","55,515.00","20,850.00",0.00,0.00,0.00
15696,15697,4393,NC-00099,POLLOCKSVILLE,28573,JONES,NC,"8,005,844.00","5,802,674.00","2,203,170.00","4,501,400.00","3,265,600.00","1,165,000.00"
15696,15697,4393,NC-00099,POLLOCKSVILLE,28573,LENOIR,NC,"261,338.00","169,538.00","91,800.00",0.00,0.00,0.00
15696,15697,4393,NC-00099,PRINCETON,27569,WAYNE,NC,"64,381.00","60,081.00","4,300.00","32,000.00","32,000.00",0.00
15696,15697,4393,NC-00099,RAEFORD,28376,HOKE,NC,"2,230,219.00","1,930,329.00","299,890.00","1,132,000.00","946,500.00","185,500.00"
15696,15697,4393,NC-00099,RED SPRINGS,28377,HOKE,NC,"54,545.00","43,995.00","10,550.00","22,500.00","19,500.00","3,000.00"
15696,15697,4393,NC-00099,RED SPRINGS,28377,ROBESON,NC,"534,272.00","443,382.00","90,890.00","275,100.00","204,000.00","71,100.00"
15696,15697,4393,NC-00099,REVA,22735,MADISON,VA,"90,062.00","66,812.00","23,250.00",0.00,0.00,0.00
15696,15697,4393,NC-00099,RICHLANDS,28574,JONES,NC,"38,102.00","37,602.00",500.00,0.00,0.00,0.00
15696,15697,4393,NC-00099,RICHLANDS,28574,ONSLOW,NC,"6,012,076.00","4,524,697.00","1,487,379.00","3,942,100.00","2,974,700.00","967,400.00"
15696,15697,4393,NC-00099,RIEGELWOOD,28456,BLADEN,NC,"338,027.00","284,704.00","53,323.00","170,200.00","145,300.00","24,900.00"
15696,15697,4393,NC-00099,RIEGELWOOD,28456,BRUNSWICK,NC,"79,548.00","70,418.00","9,130.00","66,700.00","58,900.00","7,800.00"
15696,15697,4393,NC-00099,RIEGELWOOD,28456,COLUMBUS,NC,"1,189,283.00","949,843.00","239,440.00","658,800.00","517,800.00","141,000.00"
15696,15697,4393,NC-00099,ROCKINGHAM,28379,RICHMOND,NC,"899,022.00","780,482.00","118,540.00","500,900.00","437,900.00","63,000.00"
15696,15697,4393,NC-00099,ROCKINGHAM,28380,RICHMOND,NC,"54,871.00","51,791.00","3,080.00",0.00,0.00,0.00
15696,15697,4393,NC-00099,ROCKY POINT,28457,BLADEN,NC,"179,709.00","134,509.00","45,200.00",0.00,0.00,0.00
15696,15697,4393,NC-00099,ROCKY POINT,28457,NEW HANOVER,NC,"4,000.00",0.00,"4,000.00",0.00,0.00,0.00
15696,15697,4393,NC-00099,ROCKY POINT,28457,PENDER,NC,"16,865,165.00","11,911,908.00","4,953,257.00","9,754,500.00","6,967,300.00","2,787,200.00"
15696,15697,4393,NC-00099,ROSE HILL,28458,DUPLIN,NC,"713,102.00","583,432.00","129,670.00","426,500.00","325,400.00","101,100.00"
15696,15697,4393,NC-00099,ROSE HILL,28458,SAMPSON,NC,"65,058.00","44,433.00","20,625.00","31,500.00","31,000.00",500.00
15696,15697,4393,NC-00099,ROSEBORO,28382,SAMPSON,NC,"652,528.00","593,410.00","59,118.00","444,700.00","396,300.00","48,400.00"
15696,15697,4393,NC-00099,ROWLAND,28383,ROBESON,NC,"1,330,863.00","1,077,398.00","253,465.00","688,800.00","578,000.00","110,800.00"
15696,15697,4393,NC-00099,SAINT PAULS,28384,BLADEN,NC,"185,456.00","141,856.00","43,600.00","5,400.00","5,400.00",0.00
15696,15697,4393,NC-00099,SAINT PAULS,28384,ROBESON,NC,"750,116.00","649,176.00","100,940.00","469,300.00","417,600.00","51,700.00"
15696,15697,4393,NC-00099,SALEMBURG,28385,SAMPSON,NC,"223,838.00","215,013.00","8,825.00","135,100.00","131,600.00","3,500.00"
15696,15697,4393,NC-00099,SALTER PATH,28512,CARTERET,NC,"99,209.00","77,909.00","21,300.00",0.00,0.00,0.00
15696,15697,4393,NC-00099,SALTER PATH,28575,CARTERET,NC,"321,722.00","224,022.00","97,700.00","157,400.00","103,200.00","54,200.00"
15696,15697,4393,NC-00099,SANDYCREEK,28451,BRUNSWICK,NC,"27,810.00","27,810.00",0.00,0.00,0.00,0.00
15696,15697,4393,NC-00099,SANFORD,27330,CHATHAM,NC,"129,153.00","89,053.00","40,100.00","83,600.00","50,000.00","33,600.00"
15696,15697,4393,NC-00099,SANFORD,27330,LEE,NC,"271,376.00","225,451.00","45,925.00","86,100.00","65,400.00","20,700.00"
15696,15697,4393,NC-00099,SANFORD,27332,HARNETT,NC,"264,167.00","223,942.00","40,225.00","104,700.00","91,600.00","13,100.00"
15696,15697,4393,NC-00099,SANFORD,27332,LEE,NC,"301,006.00","223,231.00","77,775.00","150,200.00","101,300.00","48,900.00"
15696,15697,4393,NC-00099,SCRANTON,27875,HYDE,NC,"162,196.00","123,106.00","39,090.00","81,000.00","64,400.00","16,600.00"
15696,15697,4393,NC-00099,SEA LEVEL,28577,CARTERET,NC,"48,392.00","43,142.00","5,250.00","48,100.00","42,800.00","5,300.00"
15696,15697,4393,NC-00099,SEALEVEL,28577,CARTERET,NC,"419,287.00","324,487.00","94,800.00","283,200.00","227,800.00","55,400.00"
15696,15697,4393,NC-00099,SEVEN SPRINGS,28578,DUPLIN,NC,"76,972.00","76,472.00",500.00,"71,600.00","71,100.00",500.00
15696,15697,4393,NC-00099,SEVEN SPRINGS,28578,LENOIR,NC,"47,885.00","45,160.00","2,725.00","32,900.00","32,000.00",900.00
15696,15697,4393,NC-00099,SEVEN SPRINGS,28578,WAYNE,NC,"188,549.00","143,424.00","45,125.00","49,500.00","32,100.00","17,400.00"
15696,15697,4393,NC-00099,SHALLOTTE,28459,BRUNSWICK,NC,"6,770.00","6,770.00",0.00,"6,700.00","6,700.00",0.00
15696,15697,4393,NC-00099,SHALLOTTE,28470,BRUNSWICK,NC,"1,267,211.00","995,976.00","271,235.00","917,900.00","741,900.00","176,000.00"
15696,15697,4393,NC-00099,SHANNON,28386,HOKE,NC,"134,077.00","131,347.00","2,730.00","111,500.00","108,700.00","2,800.00"
15696,15697,4393,NC-00099,SHANNON,28386,ROBESON,NC,"66,234.00","50,784.00","15,450.00","32,700.00","24,600.00","8,100.00"
15696,15697,4393,NC-00099,SILER CITY,27344,CHATHAM,NC,"114,418.00","76,853.00","37,565.00","72,100.00","37,800.00","34,300.00"
15696,15697,4393,NC-00099,SMITHFIELD,27577,JOHNSTON,NC,"218,615.00","186,390.00","32,225.00","166,000.00","133,700.00","32,300.00"
15696,15697,4393,NC-00099,SMYRNA,28579,CARTERET,NC,"840,212.00","674,547.00","165,665.00","535,400.00","418,400.00","117,000.00"
15696,15697,4393,NC-00099,SNEADS FERRY,28460,ONSLOW,NC,"4,001,008.00","3,251,425.00","749,583.00","2,392,600.00","1,916,000.00","476,600.00"
15696,15697,4393,NC-00099,SNOW HILL,28580,GREENE,NC,"246,469.00","231,069.00","15,400.00","128,000.00","120,800.00","7,200.00"
15696,15697,4393,NC-00099,SOUTH BRUNSWICK,28470,BRUNSWICK,NC,"24,900.00",0.00,"24,900.00","24,900.00",0.00,"24,900.00"
15696,15697,4393,NC-00099,SOUTHERN PINES,28387,MOORE,NC,"264,667.00","239,742.00","24,925.00","183,600.00","167,600.00","16,000.00"
15696,15697,4393,NC-00099,SOUTHPORT,28461,BRUNSWICK,NC,"6,344,318.00","5,146,583.00","1,197,735.00","3,602,800.00","2,919,400.00","683,400.00"
15696,15697,4393,NC-00099,SPRING LAKE,28390,CRAVEN,NC,"54,046.00","34,496.00","19,550.00","39,300.00","19,800.00","19,500.00"
15696,15697,4393,NC-00099,SPRING LAKE,28390,CUMBERLAND,NC,"2,611,993.00","1,609,332.00","1,002,661.00","1,375,500.00","847,000.00","528,500.00"
15696,15697,4393,NC-00099,SPRING LAKE,28390,HARNETT,NC,"521,472.00","440,577.00","80,895.00","229,500.00","188,200.00","41,300.00"
